timestamp,algo,params,qubits,circuit_depth,runtime_ms,success,status,quantum_enhanced
2026-04-18T08:48:44.891603,qft,"{""qubits"": 2}",2,4,470,True,circuit_created,False
2026-04-18T08:48:45.828320,qft,"{""qubits"": 4}",4,8,480,True,circuit_created,False
2026-04-18T08:48:46.832513,qft,"{""qubits"": 6}",6,12,490,True,circuit_created,False
2026-04-18T08:48:47.766144,qft,"{""qubits"": 8}",8,16,471,True,circuit_created,False
2026-04-18T08:48:48.685136,shors,"{""qubits"": 2}",2,N/A,461,True,circuit_created,False
2026-04-18T08:48:49.656814,shors,"{""qubits"": 3}",2,N/A,467,True,circuit_created,False
2026-04-18T08:48:50.584626,bell,"{""qubits"": 2}",2,N/A,459,True,executed,False
2026-04-18T08:48:51.520399,bell,"{""qubits"": 3}",2,N/A,473,True,executed,False
2026-04-18T08:48:52.451328,bell,"{""qubits"": 4}",2,N/A,468,True,executed,False
2026-04-18T08:48:53.369000,ghz,"{""qubits"": 3}",3,N/A,457,True,executed,False
2026-04-18T08:48:54.289450,ghz,"{""qubits"": 4}",4,N/A,464,True,executed,False
2026-04-18T08:48:55.215407,ghz,"{""qubits"": 5}",5,N/A,468,True,executed,False
2026-04-18T08:48:56.153785,ghz,"{""qubits"": 6}",6,N/A,466,True,executed,False
2026-04-18T08:48:57.083057,supremacy,"{""qubits"": 2}",2,6,472,True,circuit_created,False
2026-04-18T08:48:58.005067,supremacy,"{""qubits"": 3}",3,9,462,True,circuit_created,False
2026-04-18T08:48:58.939130,supremacy,"{""qubits"": 4}",4,10,468,True,circuit_created,False
2026-04-18T08:49:00.381627,grover,"{""qubits"": 2}",2,8,470,True,circuit_created,False
2026-04-18T08:49:01.334073,grover,"{""qubits"": 3}",2,8,478,True,circuit_created,False
2026-04-18T08:49:02.314150,grover,"{""qubits"": 4}",2,8,493,True,circuit_created,False
2026-04-18T08:49:03.239369,qaoa,"{""qubits"": 2}",3,3,466,True,circuit_created,False
2026-04-18T08:49:04.171333,qaoa,"{""qubits"": 3}",3,3,466,True,circuit_created,False
2026-04-18T08:49:05.093722,qaoa,"{""qubits"": 4}",3,3,464,True,circuit_created,False
2026-04-18T08:49:06.022884,vqe,"{""qubits"": 2}",2,2,464,True,circuit_created,False
2026-04-18T08:49:06.932691,vqe,"{""qubits"": 3}",2,2,456,True,circuit_created,False
2026-04-18T08:49:07.857593,qft,"{""qubits"": 2}",2,4,464,True,circuit_created,False
2026-04-18T08:49:08.794409,qft,"{""qubits"": 4}",4,8,481,True,circuit_created,False
2026-04-18T08:49:09.733699,qft,"{""qubits"": 6}",6,12,475,True,circuit_created,False
2026-04-18T08:49:10.670797,qft,"{""qubits"": 8}",8,16,476,True,circuit_created,False
2026-04-18T08:49:11.589644,shors,"{""qubits"": 2}",2,N/A,463,True,circuit_created,False
2026-04-18T08:49:12.529575,shors,"{""qubits"": 3}",2,N/A,471,True,circuit_created,False
2026-04-18T08:49:13.450902,bell,"{""qubits"": 2}",2,N/A,462,True,executed,False
2026-04-18T08:49:14.370096,bell,"{""qubits"": 3}",2,N/A,460,True,executed,False
2026-04-18T08:49:15.288604,bell,"{""qubits"": 4}",2,N/A,462,True,executed,False
2026-04-18T08:49:16.255766,ghz,"{""qubits"": 3}",3,N/A,481,True,executed,False
2026-04-18T08:49:17.204810,ghz,"{""qubits"": 4}",4,N/A,466,True,executed,False
2026-04-18T08:49:18.131068,ghz,"{""qubits"": 5}",5,N/A,459,True,executed,False
2026-04-18T08:49:19.048874,ghz,"{""qubits"": 6}",6,N/A,459,True,executed,False
2026-04-18T08:49:19.967918,supremacy,"{""qubits"": 2}",2,6,461,True,circuit_created,False
2026-04-18T08:49:20.897202,supremacy,"{""qubits"": 3}",3,9,473,True,circuit_created,False
2026-04-18T08:49:21.835076,supremacy,"{""qubits"": 4}",4,10,468,True,circuit_created,False
2026-04-19T23:50:26.293994,grover,"{""qubits"": 2}",N/A,N/A,72,True,simulated,False
2026-04-19T23:50:26.449850,grover,"{""qubits"": 3}",N/A,N/A,68,True,simulated,False
2026-04-19T23:50:26.526759,grover,"{""qubits"": 4}",N/A,N/A,34,True,simulated,False
2026-04-19T23:50:26.600164,qaoa,"{""qubits"": 2}",N/A,N/A,38,True,simulated,False
2026-04-19T23:50:26.669603,qaoa,"{""qubits"": 3}",N/A,N/A,35,True,simulated,False
2026-04-19T23:50:26.737961,qaoa,"{""qubits"": 4}",N/A,N/A,34,True,simulated,False
2026-04-19T23:50:26.806097,vqe,"{""qubits"": 2}",N/A,N/A,34,True,simulated,False
2026-04-19T23:50:26.875546,vqe,"{""qubits"": 3}",N/A,N/A,35,True,simulated,False
2026-04-19T23:50:26.949620,qft,"{""qubits"": 2}",N/A,N/A,35,True,simulated,False
2026-04-19T23:50:27.019513,qft,"{""qubits"": 4}",N/A,N/A,36,True,simulated,False
2026-04-19T23:50:27.086112,qft,"{""qubits"": 6}",N/A,N/A,32,True,simulated,False
2026-04-19T23:50:27.159782,qft,"{""qubits"": 8}",N/A,N/A,38,True,simulated,False
2026-04-19T23:50:27.227772,shors,"{""qubits"": 2}",N/A,N/A,34,True,simulated,False
2026-04-19T23:50:27.297829,shors,"{""qubits"": 3}",N/A,N/A,34,True,simulated,False
2026-04-19T23:50:27.366174,bell,"{""qubits"": 2}",N/A,N/A,33,True,simulated,False
2026-04-19T23:50:27.436367,bell,"{""qubits"": 3}",N/A,N/A,36,True,simulated,False
2026-04-19T23:50:27.506377,bell,"{""qubits"": 4}",N/A,N/A,35,True,simulated,False
2026-04-19T23:50:27.576578,ghz,"{""qubits"": 3}",N/A,N/A,36,True,simulated,False
2026-04-19T23:50:27.647164,ghz,"{""qubits"": 4}",N/A,N/A,35,True,simulated,False
2026-04-19T23:50:27.715008,ghz,"{""qubits"": 5}",N/A,N/A,33,True,simulated,False
2026-04-19T23:50:27.783726,ghz,"{""qubits"": 6}",N/A,N/A,35,True,simulated,False
2026-04-19T23:50:27.854302,supremacy,"{""qubits"": 2}",N/A,N/A,35,True,simulated,False
2026-04-19T23:50:27.923454,supremacy,"{""qubits"": 3}",N/A,N/A,35,True,simulated,False
2026-04-19T23:50:27.993557,supremacy,"{""qubits"": 4}",N/A,N/A,35,True,simulated,False
2026-04-20T01:51:30.827064,grover,"{""qubits"": 2}",N/A,N/A,34,True,simulated,False
2026-04-20T01:51:30.902463,grover,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T01:51:30.969853,grover,"{""qubits"": 4}",N/A,N/A,34,True,simulated,False
2026-04-20T01:51:31.084450,qaoa,"{""qubits"": 2}",N/A,N/A,75,True,simulated,False
2026-04-20T01:51:31.220335,qaoa,"{""qubits"": 3}",N/A,N/A,70,True,simulated,False
2026-04-20T01:51:31.346575,qaoa,"{""qubits"": 4}",N/A,N/A,36,True,simulated,False
2026-04-20T01:51:31.416845,vqe,"{""qubits"": 2}",N/A,N/A,35,True,simulated,False
2026-04-20T01:51:31.483989,vqe,"{""qubits"": 3}",N/A,N/A,34,True,simulated,False
2026-04-20T01:51:31.550264,qft,"{""qubits"": 2}",N/A,N/A,33,True,simulated,False
2026-04-20T01:51:31.616616,qft,"{""qubits"": 4}",N/A,N/A,33,True,simulated,False
2026-04-20T01:51:31.682384,qft,"{""qubits"": 6}",N/A,N/A,33,True,simulated,False
2026-04-20T01:51:31.751267,qft,"{""qubits"": 8}",N/A,N/A,34,True,simulated,False
2026-04-20T01:51:31.821032,shors,"{""qubits"": 2}",N/A,N/A,34,True,simulated,False
2026-04-20T01:51:31.888730,shors,"{""qubits"": 3}",N/A,N/A,35,True,simulated,False
2026-04-20T01:51:31.955600,bell,"{""qubits"": 2}",N/A,N/A,33,True,simulated,False
2026-04-20T01:51:32.020995,bell,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T01:51:32.088053,bell,"{""qubits"": 4}",N/A,N/A,33,True,simulated,False
2026-04-20T01:51:32.156604,ghz,"{""qubits"": 3}",N/A,N/A,34,True,simulated,False
2026-04-20T01:51:32.226570,ghz,"{""qubits"": 4}",N/A,N/A,35,True,simulated,False
2026-04-20T01:51:32.296112,ghz,"{""qubits"": 5}",N/A,N/A,33,True,simulated,False
2026-04-20T01:51:32.363500,ghz,"{""qubits"": 6}",N/A,N/A,34,True,simulated,False
2026-04-20T01:51:32.430630,supremacy,"{""qubits"": 2}",N/A,N/A,33,True,simulated,False
2026-04-20T01:51:32.498621,supremacy,"{""qubits"": 3}",N/A,N/A,34,True,simulated,False
2026-04-20T01:51:32.566604,supremacy,"{""qubits"": 4}",N/A,N/A,34,True,simulated,False
2026-04-20T03:51:45.624319,grover,"{""qubits"": 2}",N/A,N/A,35,True,simulated,False
2026-04-20T03:51:45.692575,grover,"{""qubits"": 3}",N/A,N/A,35,True,simulated,False
2026-04-20T03:51:45.759100,grover,"{""qubits"": 4}",N/A,N/A,33,True,simulated,False
2026-04-20T03:51:45.826258,qaoa,"{""qubits"": 2}",N/A,N/A,33,True,simulated,False
2026-04-20T03:51:45.894377,qaoa,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T03:51:45.960984,qaoa,"{""qubits"": 4}",N/A,N/A,34,True,simulated,False
2026-04-20T03:51:46.028443,vqe,"{""qubits"": 2}",N/A,N/A,34,True,simulated,False
2026-04-20T03:51:46.116886,vqe,"{""qubits"": 3}",N/A,N/A,56,True,simulated,False
2026-04-20T03:51:46.187722,qft,"{""qubits"": 2}",N/A,N/A,34,True,simulated,False
2026-04-20T03:51:46.254061,qft,"{""qubits"": 4}",N/A,N/A,34,True,simulated,False
2026-04-20T03:51:46.320669,qft,"{""qubits"": 6}",N/A,N/A,33,True,simulated,False
2026-04-20T03:51:46.387172,qft,"{""qubits"": 8}",N/A,N/A,33,True,simulated,False
2026-04-20T03:51:46.454296,shors,"{""qubits"": 2}",N/A,N/A,33,True,simulated,False
2026-04-20T03:51:46.519635,shors,"{""qubits"": 3}",N/A,N/A,32,True,simulated,False
2026-04-20T03:51:46.586197,bell,"{""qubits"": 2}",N/A,N/A,33,True,simulated,False
2026-04-20T03:51:46.653156,bell,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T03:51:46.720226,bell,"{""qubits"": 4}",N/A,N/A,32,True,simulated,False
2026-04-20T03:51:46.786175,ghz,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T03:51:46.852105,ghz,"{""qubits"": 4}",N/A,N/A,32,True,simulated,False
2026-04-20T03:51:46.918788,ghz,"{""qubits"": 5}",N/A,N/A,33,True,simulated,False
2026-04-20T03:51:46.985867,ghz,"{""qubits"": 6}",N/A,N/A,33,True,simulated,False
2026-04-20T03:51:47.052690,supremacy,"{""qubits"": 2}",N/A,N/A,34,True,simulated,False
2026-04-20T03:51:47.122421,supremacy,"{""qubits"": 3}",N/A,N/A,34,True,simulated,False
2026-04-20T03:51:47.187845,supremacy,"{""qubits"": 4}",N/A,N/A,32,True,simulated,False
2026-04-20T05:53:17.933496,grover,"{""qubits"": 2}",N/A,N/A,33,True,simulated,False
2026-04-20T05:53:17.999994,grover,"{""qubits"": 3}",N/A,N/A,34,True,simulated,False
2026-04-20T05:53:18.067086,grover,"{""qubits"": 4}",N/A,N/A,34,True,simulated,False
2026-04-20T05:53:18.132461,qaoa,"{""qubits"": 2}",N/A,N/A,32,True,simulated,False
2026-04-20T05:53:18.201359,qaoa,"{""qubits"": 3}",N/A,N/A,34,True,simulated,False
2026-04-20T05:53:18.267797,qaoa,"{""qubits"": 4}",N/A,N/A,33,True,simulated,False
2026-04-20T05:53:18.336052,vqe,"{""qubits"": 2}",N/A,N/A,35,True,simulated,False
2026-04-20T05:53:18.402719,vqe,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T05:53:18.470042,qft,"{""qubits"": 2}",N/A,N/A,33,True,simulated,False
2026-04-20T05:53:18.536837,qft,"{""qubits"": 4}",N/A,N/A,33,True,simulated,False
2026-04-20T05:53:18.601640,qft,"{""qubits"": 6}",N/A,N/A,32,True,simulated,False
2026-04-20T05:53:18.666327,qft,"{""qubits"": 8}",N/A,N/A,32,True,simulated,False
2026-04-20T05:53:18.732621,shors,"{""qubits"": 2}",N/A,N/A,34,True,simulated,False
2026-04-20T05:53:18.799018,shors,"{""qubits"": 3}",N/A,N/A,34,True,simulated,False
2026-04-20T05:53:18.865189,bell,"{""qubits"": 2}",N/A,N/A,32,True,simulated,False
2026-04-20T05:53:18.931974,bell,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T05:53:18.998513,bell,"{""qubits"": 4}",N/A,N/A,32,True,simulated,False
2026-04-20T05:53:19.064842,ghz,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T05:53:19.130987,ghz,"{""qubits"": 4}",N/A,N/A,33,True,simulated,False
2026-04-20T05:53:19.198475,ghz,"{""qubits"": 5}",N/A,N/A,33,True,simulated,False
2026-04-20T05:53:19.265286,ghz,"{""qubits"": 6}",N/A,N/A,34,True,simulated,False
2026-04-20T05:53:19.331109,supremacy,"{""qubits"": 2}",N/A,N/A,32,True,simulated,False
2026-04-20T05:53:19.398467,supremacy,"{""qubits"": 3}",N/A,N/A,34,True,simulated,False
2026-04-20T05:53:19.465232,supremacy,"{""qubits"": 4}",N/A,N/A,33,True,simulated,False
2026-04-20T07:53:35.429711,grover,"{""qubits"": 2}",N/A,N/A,37,True,simulated,False
2026-04-20T07:53:35.495827,grover,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T07:53:35.564247,grover,"{""qubits"": 4}",N/A,N/A,35,True,simulated,False
2026-04-20T07:53:35.650231,qaoa,"{""qubits"": 2}",N/A,N/A,33,True,simulated,False
2026-04-20T07:53:35.718404,qaoa,"{""qubits"": 3}",N/A,N/A,35,True,simulated,False
2026-04-20T07:53:35.787524,qaoa,"{""qubits"": 4}",N/A,N/A,34,True,simulated,False
2026-04-20T07:53:35.855384,vqe,"{""qubits"": 2}",N/A,N/A,33,True,simulated,False
2026-04-20T07:53:35.922762,vqe,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T07:53:35.990105,qft,"{""qubits"": 2}",N/A,N/A,34,True,simulated,False
2026-04-20T07:53:36.058557,qft,"{""qubits"": 4}",N/A,N/A,33,True,simulated,False
2026-04-20T07:53:36.127109,qft,"{""qubits"": 6}",N/A,N/A,33,True,simulated,False
2026-04-20T07:53:36.194424,qft,"{""qubits"": 8}",N/A,N/A,33,True,simulated,False
2026-04-20T07:53:36.266780,shors,"{""qubits"": 2}",N/A,N/A,32,True,simulated,False
2026-04-20T07:53:36.332668,shors,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T07:53:36.399888,bell,"{""qubits"": 2}",N/A,N/A,34,True,simulated,False
2026-04-20T07:53:36.465186,bell,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T07:53:36.531167,bell,"{""qubits"": 4}",N/A,N/A,33,True,simulated,False
2026-04-20T07:53:36.598582,ghz,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T07:53:36.662891,ghz,"{""qubits"": 4}",N/A,N/A,32,True,simulated,False
2026-04-20T07:53:36.729918,ghz,"{""qubits"": 5}",N/A,N/A,33,True,simulated,False
2026-04-20T07:53:36.796923,ghz,"{""qubits"": 6}",N/A,N/A,34,True,simulated,False
2026-04-20T07:53:36.863174,supremacy,"{""qubits"": 2}",N/A,N/A,33,True,simulated,False
2026-04-20T07:53:36.929352,supremacy,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T07:53:36.996295,supremacy,"{""qubits"": 4}",N/A,N/A,34,True,simulated,False
2026-04-20T09:54:52.030855,grover,"{""qubits"": 2}",N/A,N/A,34,True,simulated,False
2026-04-20T09:54:52.098378,grover,"{""qubits"": 3}",N/A,N/A,34,True,simulated,False
2026-04-20T09:54:52.164663,grover,"{""qubits"": 4}",N/A,N/A,33,True,simulated,False
2026-04-20T09:54:52.234639,qaoa,"{""qubits"": 2}",N/A,N/A,37,True,simulated,False
2026-04-20T09:54:52.302559,qaoa,"{""qubits"": 3}",N/A,N/A,34,True,simulated,False
2026-04-20T09:54:52.371431,qaoa,"{""qubits"": 4}",N/A,N/A,35,True,simulated,False
2026-04-20T09:54:52.439660,vqe,"{""qubits"": 2}",N/A,N/A,34,True,simulated,False
2026-04-20T09:54:52.505433,vqe,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T09:54:52.572990,qft,"{""qubits"": 2}",N/A,N/A,33,True,simulated,False
2026-04-20T09:54:52.641912,qft,"{""qubits"": 4}",N/A,N/A,34,True,simulated,False
2026-04-20T09:54:52.707806,qft,"{""qubits"": 6}",N/A,N/A,33,True,simulated,False
2026-04-20T09:54:52.775042,qft,"{""qubits"": 8}",N/A,N/A,34,True,simulated,False
2026-04-20T09:54:52.841775,shors,"{""qubits"": 2}",N/A,N/A,33,True,simulated,False
2026-04-20T09:54:52.910351,shors,"{""qubits"": 3}",N/A,N/A,34,True,simulated,False
2026-04-20T09:54:52.976099,bell,"{""qubits"": 2}",N/A,N/A,33,True,simulated,False
2026-04-20T09:54:53.042596,bell,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T09:54:53.106987,bell,"{""qubits"": 4}",N/A,N/A,32,True,simulated,False
2026-04-20T09:54:53.171023,ghz,"{""qubits"": 3}",N/A,N/A,32,True,simulated,False
2026-04-20T09:54:53.237493,ghz,"{""qubits"": 4}",N/A,N/A,33,True,simulated,False
2026-04-20T09:54:53.302857,ghz,"{""qubits"": 5}",N/A,N/A,32,True,simulated,False
2026-04-20T09:54:53.370683,ghz,"{""qubits"": 6}",N/A,N/A,34,True,simulated,False
2026-04-20T09:54:53.443092,supremacy,"{""qubits"": 2}",N/A,N/A,33,True,simulated,False
2026-04-20T09:54:53.511183,supremacy,"{""qubits"": 3}",N/A,N/A,34,True,simulated,False
2026-04-20T09:54:53.579119,supremacy,"{""qubits"": 4}",N/A,N/A,34,True,simulated,False
2026-04-20T11:54:08.005046,grover,"{""qubits"": 2}",N/A,N/A,35,True,simulated,False
2026-04-20T11:54:08.074912,grover,"{""qubits"": 3}",N/A,N/A,36,True,simulated,False
2026-04-20T11:54:08.143507,grover,"{""qubits"": 4}",N/A,N/A,33,True,simulated,False
2026-04-20T11:54:08.211599,qaoa,"{""qubits"": 2}",N/A,N/A,34,True,simulated,False
2026-04-20T11:54:08.280235,qaoa,"{""qubits"": 3}",N/A,N/A,34,True,simulated,False
2026-04-20T11:54:08.348529,qaoa,"{""qubits"": 4}",N/A,N/A,34,True,simulated,False
2026-04-20T11:54:08.416451,vqe,"{""qubits"": 2}",N/A,N/A,33,True,simulated,False
2026-04-20T11:54:08.482617,vqe,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T11:54:08.551008,qft,"{""qubits"": 2}",N/A,N/A,35,True,simulated,False
2026-04-20T11:54:08.617696,qft,"{""qubits"": 4}",N/A,N/A,33,True,simulated,False
2026-04-20T11:54:08.683782,qft,"{""qubits"": 6}",N/A,N/A,33,True,simulated,False
2026-04-20T11:54:08.755988,qft,"{""qubits"": 8}",N/A,N/A,39,True,simulated,False
2026-04-20T11:54:08.823419,shors,"{""qubits"": 2}",N/A,N/A,34,True,simulated,False
2026-04-20T11:54:08.890067,shors,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T11:54:08.955509,bell,"{""qubits"": 2}",N/A,N/A,33,True,simulated,False
2026-04-20T11:54:09.021011,bell,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T11:54:09.086723,bell,"{""qubits"": 4}",N/A,N/A,33,True,simulated,False
2026-04-20T11:54:09.150758,ghz,"{""qubits"": 3}",N/A,N/A,31,True,simulated,False
2026-04-20T11:54:09.217988,ghz,"{""qubits"": 4}",N/A,N/A,33,True,simulated,False
2026-04-20T11:54:09.282890,ghz,"{""qubits"": 5}",N/A,N/A,32,True,simulated,False
2026-04-20T11:54:09.349187,ghz,"{""qubits"": 6}",N/A,N/A,33,True,simulated,False
2026-04-20T11:54:09.416567,supremacy,"{""qubits"": 2}",N/A,N/A,33,True,simulated,False
2026-04-20T11:54:09.482603,supremacy,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T11:54:09.548896,supremacy,"{""qubits"": 4}",N/A,N/A,33,True,simulated,False
2026-04-20T13:57:38.377010,grover,"{""qubits"": 2}",N/A,N/A,35,True,simulated,False
2026-04-20T13:57:38.503489,grover,"{""qubits"": 3}",N/A,N/A,74,True,simulated,False
2026-04-20T13:57:38.652235,grover,"{""qubits"": 4}",N/A,N/A,71,True,simulated,False
2026-04-20T13:57:38.737638,qaoa,"{""qubits"": 2}",N/A,N/A,34,True,simulated,False
2026-04-20T13:57:38.809600,qaoa,"{""qubits"": 3}",N/A,N/A,35,True,simulated,False
2026-04-20T13:57:38.895116,qaoa,"{""qubits"": 4}",N/A,N/A,51,True,simulated,False
2026-04-20T13:57:38.964189,vqe,"{""qubits"": 2}",N/A,N/A,35,True,simulated,False
2026-04-20T13:57:39.032749,vqe,"{""qubits"": 3}",N/A,N/A,34,True,simulated,False
2026-04-20T13:57:39.104132,qft,"{""qubits"": 2}",N/A,N/A,34,True,simulated,False
2026-04-20T13:57:39.178811,qft,"{""qubits"": 4}",N/A,N/A,37,True,simulated,False
2026-04-20T13:57:39.246416,qft,"{""qubits"": 6}",N/A,N/A,34,True,simulated,False
2026-04-20T13:57:39.321463,qft,"{""qubits"": 8}",N/A,N/A,37,True,simulated,False
2026-04-20T13:57:39.389620,shors,"{""qubits"": 2}",N/A,N/A,34,True,simulated,False
2026-04-20T13:57:39.457291,shors,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T13:57:39.523856,bell,"{""qubits"": 2}",N/A,N/A,33,True,simulated,False
2026-04-20T13:57:39.591059,bell,"{""qubits"": 3}",N/A,N/A,33,True,simulated,False
2026-04-20T13:57:39.659544,bell,"{""qubits"": 4}",N/A,N/A,34,True,simulated,False
2026-04-20T13:57:39.727700,ghz,"{""qubits"": 3}",N/A,N/A,34,True,simulated,False
2026-04-20T13:57:39.796562,ghz,"{""qubits"": 4}",N/A,N/A,35,True,simulated,False
